time_s,P_ref,P_cmd,P_fw,P_mech,P_loss,P_loss_base,P_loss_standby,P_loss_bearing,P_loss_windage,P_loss_motor,P_loss_converter,P_loss_conversion,P_loss_total,omega,rpm,soc,energy_kwh,usable_energy_kwh,torque,dc_bus_voltage_v,charge_enabled,discharge_enabled,limit_reason_code,rated_limit_w,torque_limit_w,motor_current_limit_w,converter_current_limit_w,hardware_limit_w,soc_discharge_limit_w,soc_charge_limit_w,discharge_limit_w,charge_limit_w,dc_bus_load_power_w,dc_bus_source_power_w,dc_bus_balance_power_w,dc_bus_net_power_w
0,0,0,0,-0,134.21875,134.21875,50,30.625,53.59375,0,0,0,134.21875,1749.9969,16711.24,0.93836433,1.0633643,0.93836433,0,399.87775,1,1,0,5000,14875,28000,16000,5000,5000,726.99653,5000,726.99653,977.88367,0,977.88367,-977.88367
0.1,24.487504,24.487504,2.3302942,-2.5557076,134.21836,134.21836,50,30.624893,53.593468,0.15334245,0.072070953,0.22541341,134.44377,1749.9938,16711.21,0.93836053,1.0633605,0.93836053,0.0014604095,399.75559,1,1,8,5000,14874.974,27999.951,15995.11,5000,5000,727.22955,5000,727.22955,979.1678,0,979.1678,-976.83751
0.2,48.992965,48.992965,6.7708344,-7.425789,134.21796,134.21796,50,30.624783,53.593181,0.44554734,0.20940725,0.65495459,134.87292,1749.9906,16711.179,0.93835659,1.0633566,0.93835659,0.0042433308,399.63378,1,1,8,5000,14874.947,27999.901,15990.223,5000,5000,727.467,5000,727.467,980.44808,0,980.44808,-973.67725
0.3,73.463355,73.463355,13.117467,-14.386342,134.21755,134.21755,50,30.62467,53.592883,0.86318054,0.40569485,1.2688754,135.48643,1749.9872,16711.147,0.93835247,1.0633525,0.93835247,0.0082208273,399.51258,1,1,8,5000,14874.92,27999.849,15985.351,5000,5000,727.71291,5000,727.71291,981.72444,0,981.72444,-968.60697
0.4,97.850623,97.850623,21.180893,-23.229757,134.21712,134.21712,50,30.624551,53.592571,1.3937854,0.65507916,2.0488646,136.26599,1749.9836,16711.112,0.93834809,1.0633481,0.93834809,0.013274272,399.39219,1,1,8,5000,14874.891,27999.795,15980.503,5000,5000,727.9709,5000,727.9709,982.99681,0,982.99681,-961.81592
0.5,122.11133,122.11133,30.785694,-33.763647,134.21667,134.21667,50,30.624425,53.592241,2.0258188,0.95213486,2.9779537,137.19462,1749.9797,16711.075,0.93834343,1.0633434,0.93834343,0.019293736,399.2728,1,1,8,5000,14874.86,27999.737,15975.687,5000,5000,728.24425,5000,728.24425,984.26514,0,984.26514,-953.47944
0.6,146.20632,146.20632,41.769419,-45.809847,134.21618,134.21618,50,30.624291,53.591888,2.7485908,1.2918377,4.0404285,138.25661,1749.9756,16711.036,0.93833843,1.0633384,0.93833843,0.02617742,399.1546,1,1,8,5000,14874.828,27999.676,15970.912,5000,5000,728.53588,5000,728.53588,985.52936,0,985.52936,-943.75994
0.7,170.10041,170.10041,53.981727,-59.203473,134.21566,134.21566,50,30.624147,53.59151,3.5522084,1.6695379,5.2217463,139.4374,1749.9712,16710.994,0.93833305,1.0633331,0.93833305,0.033831113,399.03773,1,1,8,5000,14874.793,27999.61,15966.184,5000,5000,728.84843,5000,728.84843,986.78941,0,986.78941,-932.80768
0.8,193.7621,193.7621,67.283588,-73.792046,134.2151,134.2151,50,30.623992,53.591104,4.4275228,2.0809357,6.5084585,140.72355,1749.9664,16710.949,0.93832727,1.0633273,0.93832727,0.042167692,398.92234,1,1,8,5000,14874.755,27999.539,15961.509,5000,5000,729.18422,5000,729.18422,988.04523,0,988.04523,-920.76164
0.9,217.16328,217.16328,81.546526,-89.434663,134.21449,134.21449,50,30.623826,53.590667,5.3660798,2.5220575,7.8881373,142.10263,1749.9613,16710.9,0.93832106,1.0633211,0.93832106,0.051106651,398.80855,1,1,8,5000,14874.715,27999.463,15956.894,5000,5000,729.54535,5000,729.54535,989.29676,0,989.29676,-907.75024
1,240.27902,240.27902,96.65192,-106.00123,134.21384,134.21384,50,30.623647,53.590197,6.3600737,2.9892346,9.3493084,143.56315,1749.9558,16710.847,0.93831439,1.0633144,0.93831439,0.060573659,398.69647,1,1,8,5000,14874.671,27999.381,15952.342,5000,5000,729.93363,5000,729.93363,990.54394,0,990.54394,-893.89202
1.1,263.08729,263.08729,112.49034,-123.37173,134.21315,134.21315,50,30.623454,53.589693,7.4023036,3.4790827,10.881386,145.09453,1749.95,16710.791,0.93830723,1.0633072,0.93830723,0.070500146,398.58618,1,1,8,5000,14874.625,27999.293,15947.859,5000,5000,730.35067,5000,730.35067,991.78671,0,991.78671,-879.29637
1.2,285.56877,285.56877,128.96093,-141.43555,134.2124,134.2124,50,30.623248,53.589152,8.4861327,3.9884824,12.474615,146.68702,1749.9437,16710.731,0.93829958,1.0632996,0.93829958,0.080822914,398.47777,1,1,8,5000,14874.575,27999.199,15943.447,5000,5000,730.79786,5000,730.79786,993.025,0,993.025,-864.06407
1.3,307.70661,307.70661,145.97083,-160.09084,134.2116,134.2116,50,30.623028,53.588573,9.6054506,4.5145618,14.120012,148.33161,1749.9369,16710.667,0.9382914,1.0632914,0.9382914,0.091483779,398.37132,1,1,8,5000,14874.521,27999.098,15939.111,5000,5000,731.27642,5000,731.27642,994.25876,0,994.25876,-848.28793
1.4,329.48627,329.48627,163.43463,-179.24395,134.21075,134.21075,50,30.622792,53.587955,10.754637,5.0546794,15.809316,150.02006,1749.9298,16710.598,0.9382827,1.0632827,0.9382827,0.10242923,398.26687,1,1,8,5000,14874.464,27998.991,15934.853,5000,5000,731.78736,5000,731.78736,995.48792,0,995.48792,-832.05329
1.5,350.89532,350.89532,181.27388,-198.80881,134.20984,134.20984,50,30.622542,53.587297,11.928529,5.6064086,17.534937,151.74478,1749.9221,16710.526,0.93827344,1.0632734,0.93827344,0.11361009,398.16449,1,1,8,5000,14874.403,27998.876,15930.675,5000,5000,732.33155,5000,732.33155,996.71243,0,996.71243,-815.43855
1.6,371.92329,371.92329,199.41657,-218.70648,134.20887,134.20887,50,30.622275,53.586598,13.122389,6.1675227,19.289911,153.49878,1749.9141,16710.449,0.93826364,1.0632636,0.93826364,0.12498127,398.0642,1,1,8,5000,14874.338,27998.754,15926.579,5000,5000,732.90971,5000,732.90971,997.93223,0,997.93223,-798.51566
1.7,392.56147,392.56147,217.79673,-238.86459,134.20785,134.20785,50,30.621993,53.585856,14.331876,6.7359815,21.067857,155.27571,1749.9056,16710.367,0.93825328,1.0632533,0.93825328,0.13650142,397.96604,1,1,8,5000,14874.27,27998.625,15922.568,5000,5000,733.52241,5000,733.52241,999.14725,0,999.14725,-781.35052
1.8,412.80283,412.80283,236.35402,-259.21695,134.20677,134.20677,50,30.621694,53.585073,15.553017,7.3099181,22.862935,157.0697,1749.8966,16710.281,0.93824235,1.0632423,0.93824235,0.14813273,397.87004,1,1,8,5000,14874.197,27998.489,15918.642,5000,5000,734.17011,5000,734.17011,1000.3574,0,1000.3574,-764.00342
1.9,432.64184,432.64184,255.03327,-279.70309,134.20563,134.20563,50,30.62138,53.584247,16.782185,7.8876271,24.669812,158.87544,1749.8871,16710.191,0.93823085,1.0632309,0.93823085,0.15984065,397.77622,1,1,8,5000,14874.121,27998.345,15914.802,5000,5000,734.85313,5000,734.85313,1001.5627,0,1001.5627,-746.52947
2,452.07434,452.07434,273.78421,-300.26783,134.20443,134.20443,50,30.621049,53.583378,18.01607,8.4675529,26.483623,160.68805,1749.8772,16710.096,0.93821878,1.0632188,0.93821878,0.17159366,397.68457,1,1,8,5000,14874.04,27998.194,15911.049,5000,5000,735.57172,5000,735.57172,1002.7631,0,1002.7631,-728.97888
2.1,471.09743,471.09743,292.56105,-320.86099,134.20317,134.20317,50,30.620701,53.582465,19.251659,9.0482798,28.299939,162.50311,1749.8668,16709.997,0.93820614,1.0632061,0.93820614,0.18336309,397.59512,1,1,8,5000,14873.956,27998.035,15907.383,5000,5000,736.32602,5000,736.32602,1003.9584,0,1003.9584,-711.39739
2.2,489.70939,489.70939,311.32219,-341.43693,134.20185,134.20185,50,30.620337,53.58151,20.486216,9.6285214,30.114737,164.31658,1749.8559,16709.893,0.93819293,1.0631929,0.93819293,0.19512288,397.50786,1,1,8,5000,14873.867,27997.868,15903.805,5000,5000,737.11606,5000,737.11606,1005.1487,0,1005.1487,-693.82652
2.3,507.90953,507.90953,330.02995,-361.95432,134.20047,134.20047,50,30.619956,53.580511,21.717259,10.207112,31.924371,166.12484,1749.8445,16709.785,0.93817915,1.0631791,0.93817915,0.20684942,397.42278,1,1,8,5000,14873.775,27997.694,15900.314,5000,5000,737.94182,5000,737.94182,1006.3339,0,1006.3339,-676.30391
2.4,525.69811,525.69811,348.65024,-382.37578,134.19903,134.19903,50,30.619559,53.579469,22.942547,10.782997,33.725544,167.92457,1749.8327,16709.672,0.9381648,1.0631648,0.9381648,0.21852133,397.33988,1,1,8,5000,14873.679,27997.513,15896.911,5000,5000,738.8032,5000,738.8032,1007.5138,0,1007.5138,-658.86359
2.5,543.07628,543.07628,367.15232,-402.66761,134.19753,134.19753,50,30.619146,53.578385,24.160056,11.355226,35.515283,169.71281,1749.8205,16709.555,0.93814989,1.0631499,0.93814989,0.23011938,397.25914,1,1,8,5000,14873.578,27997.324,15893.595,5000,5000,739.70003,5000,739.70003,1008.6886,0,1008.6886,-641.53623
2.6,560.04596,560.04596,385.50858,-422.79949,134.19597,134.19597,50,30.618717,53.577257,25.36797,11.922946,37.290915,171.48689,1749.8077,16709.433,0.93813441,1.0631344,0.93813441,0.24162626,397.18055,1,1,8,5000,14873.474,27997.128,15890.366,5000,5000,740.63209,5000,740.63209,1009.858,0,1009.858,-624.3494
2.7,576.60977,576.60977,403.69426,-442.74431,134.19436,134.19436,50,30.618271,53.576088,26.564659,12.48539,39.050048,173.24441,1749.7945,16709.307,0.93811839,1.0631184,0.93811839,0.25302645,397.10409,1,1,8,5000,14873.366,27996.924,15887.222,5000,5000,741.59909,5000,741.59909,1011.0221,0,1011.0221,-607.3278
2.8,592.77099,592.77099,421.68729,-462.47784,134.19269,134.19269,50,30.61781,53.574876,27.74867,13.041875,40.790545,174.98323,1749.7809,16709.177,0.93810181,1.0631018,0.93810181,0.26430614,397.02974,1,1,8,5000,14873.254,27996.713,15884.164,5000,5000,742.60072,5000,742.60072,1012.1807,0,1012.1807,-590.49343
2.9,608.53346,608.53346,439.46806,-481.97856,134.19096,134.19096,50,30.617332,53.573623,28.918714,13.591796,42.510509,176.70147,1749.7668,16709.042,0.9380847,1.0630847,0.9380847,0.27545303,396.95746,1,1,8,5000,14873.138,27996.495,15881.189,5000,5000,743.63661,5000,743.63661,1013.3339,0,1013.3339,-573.86586
3,623.90151,623.90151,457.01922,-501.22748,134.18917,134.18917,50,30.616839,53.57233,30.073649,14.134615,44.208264,178.39743,1749.7523,16708.904,0.93806705,1.063067,0.93806705,0.28645625,396.88724,1,1,8,5000,14873.018,27996.269,15878.298,5000,5000,744.70635,5000,744.70635,1014.4816,0,1014.4816,-557.46237
3.1,638.87996,638.87996,474.32556,-520.20789,134.18733,134.18733,50,30.616331,53.570995,31.212474,14.669863,45.882336,180.06966,1749.7373,16708.761,0.93804887,1.0630489,0.93804887,0.29730628,396.81904,1,1,8,5000,14872.895,27996.037,15875.489,5000,5000,745.8095,5000,745.8095,1015.6237,0,1015.6237,-541.29813
3.2,653.47401,653.47401,491.37379,-538.90523,134.18543,134.18543,50,30.615807,53.569621,32.334314,15.197127,47.531441,181.71687,1749.7219,16708.614,0.93803017,1.0630302,0.93803017,0.30799478,396.75283,1,1,8,5000,14872.767,27995.797,15872.761,5000,5000,746.94561,5000,746.94561,1016.7601,0,1016.7601,-525.38636
3.3,667.68921,667.68921,508.15242,-557.30688,134.18348,134.18348,50,30.615269,53.568208,33.438413,15.716054,49.154467,183.33794,1749.7061,16708.463,0.93801097,1.063011,0.93801097,0.31851456,396.68859,1,1,8,5000,14872.637,27995.551,15870.113,5000,5000,748.11417,5000,748.11417,1017.8909,0,1017.8909,-509.7385
3.4,681.53143,681.53143,524.65161,-575.40207,134.18147,134.18147,50,30.614716,53.566756,34.524124,16.226339,50.750463,184.93194,1749.6899,16708.308,0.93799125,1.0629913,0.93799125,0.32885946,396.62627,1,1,8,5000,14872.502,27995.298,15867.544,5000,5000,749.31467,5000,749.31467,1019.0159,0,1019.0159,-494.36432
3.5,695.00681,695.00681,540.86305,-593.18168,134.17941,134.17941,50,30.614148,53.565266,35.590901,16.727723,52.318624,186.49804,1749.6733,16708.149,0.93797105,1.0629711,0.93797105,0.33902425,396.56585,1,1,8,5000,14872.364,27995.039,15865.051,5000,5000,750.54659,5000,750.54659,1020.1352,0,1020.1352,-479.2721
3.6,708.1217,708.1217,556.77982,-610.6381,134.17731,134.17731,50,30.613566,53.563739,36.638286,17.219994,53.85828,188.03559,1749.6563,16707.987,0.93795036,1.0629504,0.93795036,0.34900461,396.50728,1,1,8,5000,14872.223,27994.773,15862.634,5000,5000,751.80937,5000,751.80937,1021.2485,0,1021.2485,-464.4687
3.7,720.88265,720.88265,572.39627,-627.76515,134.17515,134.17515,50,30.61297,53.562175,37.665909,17.702977,55.368886,189.54403,1749.6388,16707.82,0.9379292,1.0629292,0.9379292,0.35879699,396.45054,1,1,8,5000,14872.078,27994.5,15860.291,5000,5000,753.10245,5000,753.10245,1022.356,0,1022.356,-449.95971
3.8,733.29638,733.29638,587.70794,-644.55795,134.17294,134.17294,50,30.612361,53.560576,38.673477,18.176534,56.850011,191.02295,1749.621,16707.65,0.93790756,1.0629076,0.93790756,0.3683986,396.39558,1,1,8,5000,14871.93,27994.222,15858.022,5000,5000,754.42526,5000,754.42526,1023.4575,0,1023.4575,-435.74953
3.9,745.36974,745.36974,602.71144,-661.01277,134.17068,134.17068,50,30.611738,53.558941,39.660766,18.64056,58.301326,192.472,1749.6029,16707.477,0.93788548,1.0628855,0.93788548,0.37780732,396.34237,1,1,8,5000,14871.779,27993.937,15855.823,5000,5000,755.77722,5000,755.77722,1024.5529,0,1024.5529,-421.84151
4,757.10968,757.10968,617.40438,-677.12697,134.16837,134.16837,50,30.611102,53.557271,40.627618,19.094981,59.722599,193.89097,1749.5843,16707.3,0.93786294,1.0628629,0.93786294,0.38702163,396.29086,1,1,8,5000,14871.624,27993.646,15853.695,5000,5000,757.15775,5000,757.15775,1025.6424,0,1025.6424,-408.23798
4.1,768.52322,768.52322,631.78523,-692.89892,134.16602,134.16602,50,30.610453,53.555568,41.573935,19.53975,61.113685,195.27971,1749.5654,16707.119,0.93783997,1.06284,0.93783997,0.39604059,396.24103,1,1,8,5000,14871.467,27993.349,15851.634,5000,5000,758.56625,5000,758.56625,1026.7256,0,1026.7256,-394.9404
4.2,779.61746,779.61746,645.85333,-708.32785,134.16362,134.16362,50,30.609791,53.553831,42.499671,19.974845,62.474516,196.63814,1749.5461,16706.935,0.93781656,1.0628166,0.93781656,0.40486377,396.19283,1,1,8,5000,14871.306,27993.046,15849.641,5000,5000,760.00213,5000,760.00213,1027.8027,0,1027.8027,-381.94941
4.3,790.39952,790.39952,659.60872,-723.41382,134.16118,134.16118,50,30.609117,53.552063,43.404829,20.40027,63.805099,197.96628,1749.5265,16706.748,0.93779274,1.0627927,0.93779274,0.4134912,396.14622,1,1,8,5000,14871.142,27992.738,15847.713,5000,5000,761.46479,5000,761.46479,1028.8736,0,1028.8736,-369.26489
4.4,800.87653,800.87653,673.05213,-738.15763,134.15869,134.15869,50,30.608431,53.550262,44.289458,20.816045,65.105503,199.2642,1749.5066,16706.557,0.93776851,1.0627685,0.93776851,0.42192332,396.10118,1,1,8,5000,14870.976,27992.425,15845.849,5000,5000,762.95363,5000,762.95363,1029.9382,0,1029.9382,-356.88608
4.5,811.05564,811.05564,686.1849,-752.56076,134.15616,134.15616,50,30.607733,53.548431,45.153646,21.222213,66.375859,200.53202,1749.4863,16706.364,0.93774388,1.0627439,0.93774388,0.43016099,396.05765,1,1,8,5000,14870.806,27992.105,15844.047,5000,5000,764.46807,5000,764.46807,1030.9965,0,1030.9965,-344.81157
4.6,820.94396,820.94396,699.00892,-766.62527,134.15359,134.15359,50,30.607024,53.546569,45.997516,21.618833,67.616349,201.76994,1749.4657,16706.167,0.93771886,1.0627189,0.93771886,0.43820537,396.0156,1,1,8,5000,14870.634,27991.781,15842.306,5000,5000,766.00751,5000,766.00751,1032.0483,0,1032.0483,-333.03943
4.7,830.54859,830.54859,711.52658,-780.35378,134.15098,134.15098,50,30.606303,53.544678,46.821227,22.005977,68.827203,202.97818,1749.4448,16705.967,0.93769346,1.0626935,0.93769346,0.44605796,395.975,1,1,8,5000,14870.459,27991.452,15840.624,5000,5000,767.57136,5000,767.57136,1033.0938,0,1033.0938,-321.56721
4.8,839.87657,839.87657,723.74069,-793.74939,134.14833,134.14833,50,30.605572,53.542758,47.624963,22.383733,70.008696,204.15703,1749.4236,16705.765,0.93766768,1.0626677,0.93766768,0.45372052,395.9358,1,1,8,5000,14870.281,27991.117,15839,5000,5000,769.15904,5000,769.15904,1034.1327,0,1034.1327,-310.39205
4.9,848.9349,848.9349,735.6545,-806.81564,134.14564,134.14564,50,30.604829,53.54081,48.408938,22.752201,71.161139,205.30678,1749.4021,16705.559,0.93764154,1.0626415,0.93764154,0.46119508,395.89798,1,1,8,5000,14870.101,27990.778,15837.432,5000,5000,770.76998,5000,770.76998,1035.1652,0,1035.1652,-299.51067
5,857.73049,857.73049,747.27156,-819.55644,134.14291,134.14291,50,30.604076,53.538835,49.173386,23.111492,72.284878,206.42779,1749.3803,16705.351,0.93761505,1.0626151,0.93761505,0.46848387,395.86149,1,1,8,5000,14869.918,27990.433,15835.919,5000,5000,772.40359,5000,772.40359,1036.191,0,1036.191,-288.91943
5.1,866.27021,866.27021,758.59578,-831.97607,134.14015,134.14015,50,30.603313,53.536833,49.918564,23.461725,73.380289,207.52044,1749.3582,16705.14,0.93758821,1.0625882,0.93758821,0.47558932,395.8263,1,1,8,5000,14869.732,27990.084,15834.46,5000,5000,774.05932,5000,774.05932,1037.2102,0,1037.2102,-278.6144
5.2,874.56081,874.56081,769.63131,-844.07909,134.13735,134.13735,50,30.602541,53.534805,50.644745,23.80303,74.447776,208.58512,1749.3358,16704.927,0.93756104,1.062561,0.93756104,0.48251404,395.79237,1,1,8,5000,14869.545,27989.731,15833.052,5000,5000,775.7366,5000,775.7366,1038.2227,0,1038.2227,-268.59137
5.3,882.60898,882.60898,780.38256,-855.87032,134.13451,134.13451,50,30.601758,53.532751,51.352219,24.135543,75.487762,209.62227,1749.3132,16704.71,0.93753354,1.0625335,0.93753354,0.48926077,395.75967,1,1,8,5000,14869.354,27989.373,15831.695,5000,5000,777.43489,5000,777.43489,1039.2285,0,1039.2285,-258.8459
5.4,890.42129,890.42129,790.85413,-867.35482,134.13164,134.13164,50,30.600966,53.530673,52.041289,24.459406,76.500695,210.63233,1749.2903,16704.492,0.93750572,1.0625057,0.93750572,0.49583242,395.72816,1,1,8,5000,14869.162,27989.011,15830.387,5000,5000,779.15365,5000,779.15365,1040.2274,0,1040.2274,-249.37331
5.5,898.00422,898.00422,801.05081,-878.53785,134.12874,134.12874,50,30.600165,53.528571,52.712271,24.774767,77.487038,211.61577,1749.2671,16704.271,0.93747759,1.0624776,0.93747759,0.50223195,395.69781,1,1,8,5000,14868.967,27988.644,15829.126,5000,5000,780.89234,5000,780.89234,1041.2196,0,1041.2196,-240.16878
5.6,905.36414,905.36414,810.97753,-889.4248,134.1258,134.1258,50,30.599355,53.526445,53.365488,25.081779,78.447268,212.57307,1749.2437,16704.047,0.93744916,1.0624492,0.93744916,0.50846248,395.66859,1,1,8,5000,14868.771,27988.274,15827.913,5000,5000,782.65045,5000,782.65045,1042.2048,0,1042.2048,-231.22731
5.7,912.50731,912.50731,820.63937,-900.02124,134.12283,134.12283,50,30.598536,53.524297,54.001275,25.380599,79.381874,213.50471,1749.2201,16703.821,0.93742043,1.0624204,0.93742043,0.51452717,395.64047,1,1,8,5000,14868.572,27987.899,15826.744,5000,5000,784.42744,5000,784.42744,1043.1832,0,1043.1832,-222.54381
5.8,919.43987,919.43987,830.04148,-910.33284,134.11983,134.11983,50,30.597709,53.522126,54.61997,25.671386,80.291356,214.41119,1749.1962,16703.593,0.93739142,1.0623914,0.93739142,0.52042924,395.61341,1,1,8,5000,14868.371,27987.521,15825.619,5000,5000,786.22283,5000,786.22283,1044.1545,0,1044.1545,-214.11306
5.9,926.16784,926.16784,839.18911,-920.36534,134.11681,134.11681,50,30.596873,53.519933,55.22192,25.954303,81.176223,215.29303,1749.1721,16703.363,0.93736213,1.0623621,0.93736213,0.52617198,395.58738,1,1,8,5000,14868.168,27987.139,15824.536,5000,5000,788.03612,5000,788.03612,1045.1189,0,1045.1189,-205.92975
6,932.69713,932.69713,848.08758,-930.12457,134.11375,134.11375,50,30.596029,53.51772,55.807474,26.229513,82.036987,216.15074,1749.1477,16703.13,0.93733257,1.0623326,0.93733257,0.53175872,395.56236,1,1,8,5000,14867.963,27986.753,15823.495,5000,5000,789.86682,5000,789.86682,1046.0761,0,1046.0761,-197.98854
6.1,939.03351,939.03351,856.74223,-939.61639,134.11066,134.11066,50,30.595178,53.515486,56.376984,26.497182,82.874166,216.98483,1749.1232,16702.896,0.93730274,1.0623027,0.93730274,0.53719281,395.5383,1,1,8,5000,14867.756,27986.364,15822.494,5000,5000,791.71445,5000,791.71445,1047.0263,0,1047.0263,-190.28403
6.2,945.18263,945.18263,865.15844,-948.84673,134.10755,134.10755,50,30.594319,53.513233,56.930804,26.757478,83.688281,217.79583,1749.0984,16702.66,0.93727266,1.0622727,0.93727266,0.54247761,395.51519,1,1,8,5000,14867.547,27985.971,15821.532,5000,5000,793.57856,5000,793.57856,1047.9692,0,1047.9692,-182.81079
6.3,951.15003,951.15003,873.34163,-957.82148,134.10441,134.10441,50,30.593453,53.510959,57.469289,27.010566,84.479855,218.58427,1749.0734,16702.421,0.93724233,1.0622423,0.93724233,0.5476165,395.493,1,1,8,5000,14867.337,27985.575,15820.608,5000,5000,795.45869,5000,795.45869,1048.905,0,1048.905,-175.56336
6.4,956.9411,956.9411,881.29717,-966.54658,134.10125,134.10125,50,30.592579,53.508668,57.992795,27.256613,85.249408,219.35065,1749.0483,16702.181,0.93721176,1.0622118,0.93721176,0.55261286,395.47169,1,1,8,5000,14867.124,27985.175,15819.72,5000,5000,797.3544,5000,797.3544,1049.8335,0,1049.8335,-168.53632
6.5,962.56114,962.56114,889.03046,-975.02792,134.09806,134.09806,50,30.591699,53.506358,58.501675,27.495787,85.997462,220.09552,1749.0229,16701.938,0.93718095,1.0621809,0.93718095,0.55747007,395.45124,1,1,8,5000,14866.91,27984.772,15818.868,5000,5000,799.26524,5000,799.26524,1050.7547,0,1050.7547,-161.72423
6.6,968.01527,968.01527,896.54686,-983.27139,134.09484,134.09484,50,30.590811,53.50403,58.996284,27.728253,86.724537,220.81938,1748.9974,16701.694,0.93714991,1.0621499,0.93714991,0.56219147,395.43163,1,1,8,5000,14866.695,27984.367,15818.05,5000,5000,801.19081,5000,801.19081,1051.6685,0,1051.6685,-155.12169
6.7,973.30853,973.30853,903.85169,-991.28284,134.0916,134.0916,50,30.589917,53.501685,59.47697,27.954176,87.431147,221.52275,1748.9716,16701.449,0.93711865,1.0621186,0.93711865,0.56678041,395.41283,1,1,8,5000,14866.477,27983.958,15817.265,5000,5000,803.13068,5000,803.13068,1052.575,0,1052.575,-148.72331
6.8,978.44581,978.44581,910.95026,-999.06807,134.08834,134.08834,50,30.589017,53.499323,59.944084,28.173719,88.117803,222.20614,1748.9457,16701.201,0.93708717,1.0620872,0.93708717,0.57124019,395.3948,1,1,8,5000,14866.259,27983.546,15816.513,5000,5000,805.08446,5000,805.08446,1053.474,0,1053.474,-142.52376
6.9,983.43188,983.43188,917.8478,-1006.6328,134.08505,134.08505,50,30.588111,53.496944,60.397969,28.387045,88.785014,222.87007,1748.9196,16700.952,0.93705549,1.0620555,0.93705549,0.57557409,395.37754,1,1,8,5000,14866.038,27983.131,15815.792,5000,5000,807.05174,5000,807.05174,1054.3656,0,1054.3656,-136.51777
7,988.27139,988.27139,924.54949,-1013.9828,134.08175,134.08175,50,30.587198,53.49455,60.838966,28.594314,89.43328,223.51503,1748.8934,16700.701,0.93702359,1.0620236,0.93702359,0.57978537,395.36101,1,1,8,5000,14865.817,27982.714,15815.102,5000,5000,809.03215,5000,809.03215,1055.2496,0,1055.2496,-130.7001
7.1,992.96886,992.96886,931.06045,-1021.1236,134.07842,134.07842,50,30.58628,53.492141,61.267413,28.795684,90.063097,224.14152,1748.8669,16700.449,0.93699151,1.0619915,0.93699151,0.58387721,395.34519,1,1,8,5000,14865.593,27982.294,15814.44,5000,5000,811.02532,5000,811.02532,1056.126,0,1056.126,-125.06559
7.2,997.52869,997.52869,937.38574,-1028.0607,134.07507,134.07507,50,30.585355,53.489717,61.683642,28.991312,90.674953,224.75003,1748.8403,16700.195,0.93695922,1.0619592,0.93695922,0.5878528,395.33007,1,1,8,5000,14865.369,27981.871,15813.808,5000,5000,813.03088,5000,813.03088,1056.9949,0,1056.9949,-119.60914
7.3,1001.9552,1001.9552,943.53034,-1034.7997,134.0717,134.0717,50,30.584426,53.487278,62.08798,29.181351,91.26933,225.34103,1748.8136,16699.94,0.93692676,1.0619268,0.93692676,0.59171524,395.31561,1,1,8,5000,14865.143,27981.446,15813.203,5000,5000,815.04848,5000,815.04848,1057.8561,0,1057.8561,-114.32574
7.4,1006.2524,1006.2524,949.49913,-1041.3458,134.06832,134.06832,50,30.583491,53.484825,62.48075,29.365953,91.846703,225.91502,1748.7867,16699.683,0.93689411,1.0618941,0.93689411,0.5954676,395.30179,1,1,8,5000,14864.916,27981.018,15812.624,5000,5000,817.07777,5000,817.07777,1058.7096,0,1058.7096,-109.21044
7.5,1010.4246,1010.4246,955.29695,-1047.7045,134.06491,134.06491,50,30.58255,53.482358,62.862269,29.545267,92.407536,226.47244,1748.7597,16699.425,0.93686128,1.0618613,0.93686128,0.5991129,395.28861,1,1,8,5000,14864.687,27980.588,15812.072,5000,5000,819.11842,5000,819.11842,1059.5553,0,1059.5553,-104.25838
7.6,1014.4755,1014.4755,960.92853,-1053.8808,134.06148,134.06148,50,30.581605,53.479878,63.232849,29.719439,92.952288,227.01377,1748.7325,16699.166,0.93682828,1.0618283,0.93682828,0.6026541,395.27602,1,1,8,5000,14864.457,27980.155,15811.544,5000,5000,821.1701,5000,821.1701,1060.3933,0,1060.3933,-99.464788
7.7,1018.409,1018.409,966.39852,-1059.8799,134.05804,134.05804,50,30.580654,53.477385,63.592796,29.888614,93.48141,227.53945,1748.7052,16698.905,0.93679512,1.0617951,0.93679512,0.60609411,395.26403,1,1,8,5000,14864.226,27979.72,15811.041,5000,5000,823.2325,5000,823.2325,1061.2235,0,1061.2235,-94.824972
7.8,1022.2287,1022.2287,971.71147,-1065.7068,134.05458,134.05458,50,30.579699,53.47488,63.942408,30.052932,93.99534,228.04992,1748.6778,16698.643,0.93676179,1.0617618,0.93676179,0.60943578,395.2526,1,1,8,5000,14863.994,27979.283,15810.561,5000,5000,825.30531,5000,825.30531,1062.0458,0,1062.0458,-90.334335
7.9,1025.9384,1025.9384,976.87184,-1071.3664,134.0511,134.0511,50,30.57874,53.472362,64.281981,30.212531,94.494512,228.54561,1748.6502,16698.379,0.9367283,1.0617283,0.9367283,0.61268192,395.24172,1,1,8,5000,14863.761,27978.844,15810.104,5000,5000,827.38823,5000,827.38823,1062.8602,0,1062.8602,-85.988373
