time_s,P_ref,P_cmd,P_fw,P_mech,P_loss,P_loss_base,P_loss_standby,P_loss_bearing,P_loss_windage,P_loss_motor,P_loss_converter,P_loss_conversion,P_loss_total,omega,rpm,soc,energy_kwh,usable_energy_kwh,torque,dc_bus_voltage_v,charge_enabled,discharge_enabled,limit_reason_code,rated_limit_w,torque_limit_w,motor_current_limit_w,converter_current_limit_w,hardware_limit_w,soc_discharge_limit_w,soc_charge_limit_w,discharge_limit_w,charge_limit_w,dc_bus_load_power_w,dc_bus_source_power_w,dc_bus_balance_power_w,dc_bus_net_power_w
70.1,1496.8194,1496.8194,1480.362,-1623.56,131.75853,131.75853,50,29.943563,51.814967,97.413599,45.784391,143.19799,274.95652,1730.3803,16523.914,0.9146583,1.0396583,0.9146583,0.93826773,395.85839,1,1,8,5000,14708.577,27686.734,15834.348,5000,5000,2205.8086,5000,2205.8086,1482.8736,0,1482.8736,-2.5116446
70.2,1498.1254,1498.1254,1482.0524,-1625.4139,131.75348,131.75348,50,29.942159,51.811322,97.524834,45.836672,143.36151,275.11499,1730.3397,16523.527,0.91460949,1.0396095,0.91460949,0.93936118,395.85819,1,1,8,5000,14708.232,27686.084,15834.336,5000,5000,2208.8561,5000,2208.8561,1483.6446,0,1483.6446,-1.5922543
70.3,1499.4081,1499.4081,1483.704,-1627.2253,131.74843,131.74843,50,29.940753,51.807673,97.633517,45.887753,143.52127,275.2697,1730.299,16523.138,0.91456063,1.0395606,0.91456063,0.94043011,395.8581,1,1,8,5000,14707.887,27685.435,15834.328,5000,5000,2211.9067,5000,2211.9067,1484.4238,0,1484.4238,-0.71976452
70.4,1500.6689,1500.6689,1485.3184,-1628.9959,131.74337,131.74337,50,29.939346,51.804021,97.739752,45.937684,143.67744,275.4208,1730.2583,16522.75,0.91451172,1.0395117,0.91451172,0.94147555,395.85811,1,1,8,5000,14707.541,27684.784,15834.324,5000,5000,2214.9605,5000,2214.9605,1485.211,0,1485.211,0.10745961
70.5,1501.9087,1501.9087,1486.8972,-1630.7274,131.7383,131.7383,50,29.937938,51.800365,97.843642,45.986512,143.83015,275.56846,1730.2175,16522.361,0.91446277,1.0394628,0.91446277,0.94249845,395.85823,1,1,8,5000,14707.195,27684.133,15834.325,5000,5000,2218.0173,5000,2218.0173,1486.0062,0,1486.0062,0.89100706
70.6,1503.1288,1503.1288,1488.4418,-1632.4214,131.73323,131.73323,50,29.936528,51.796705,97.945285,46.034284,143.97957,275.7128,1730.1768,16521.971,0.91441376,1.0394138,0.91441376,0.94349979,395.85843,1,1,8,5000,14706.849,27683.481,15834.329,5000,5000,2221.0772,5000,2221.0772,1486.8094,0,1486.8094,1.6324219
70.7,1504.33,1504.33,1489.9538,-1634.0796,131.72816,131.72816,50,29.935116,51.793043,98.044778,46.081046,144.12582,275.85398,1730.1359,16521.581,0.91436471,1.0393647,0.91436471,0.94448048,395.85873,1,1,8,5000,14706.502,27682.828,15834.337,5000,5000,2224.1399,5000,2224.1399,1487.6206,0,1487.6206,2.3332037
70.8,1505.5134,1505.5134,1491.4345,-1635.7036,131.72308,131.72308,50,29.933704,51.789377,98.142213,46.12684,144.26905,275.99213,1730.0951,16521.191,0.91431562,1.0393156,0.91431562,0.94544143,395.8591,1,1,8,5000,14706.155,27682.175,15834.349,5000,5000,2227.2056,5000,2227.2056,1488.4397,0,1488.4397,2.9948091
70.9,1506.6801,1506.6801,1492.8853,-1637.2947,131.718,131.718,50,29.93229,51.785707,98.237682,46.171711,144.40939,276.12739,1730.0542,16520.8,0.91426648,1.0392665,0.91426648,0.94638349,395.85956,1,1,8,5000,14705.808,27681.521,15834.364,5000,5000,2230.274,5000,2230.274,1489.2667,0,1489.2667,3.6186515
71,1507.8308,1507.8308,1494.3076,-1638.8545,131.71291,131.71291,50,29.930875,51.782034,98.331272,46.215698,144.54697,276.25988,1730.0132,16520.41,0.91421729,1.0392173,0.91421729,0.94730751,395.86009,1,1,8,5000,14705.46,27680.867,15834.382,5000,5000,2233.3452,5000,2233.3452,1490.1015,0,1490.1015,4.2061028
71.1,1508.9665,1508.9665,1495.7025,-1640.3844,131.70782,131.70782,50,29.929458,51.778359,98.423067,46.258841,144.68191,276.38973,1729.9723,16520.018,0.91416807,1.0391681,0.91416807,0.9482143,395.86069,1,1,8,5000,14705.113,27680.212,15834.404,5000,5000,2236.4191,5000,2236.4191,1490.944,0,1490.944,4.7584941
71.2,1510.0881,1510.0881,1497.0715,-1641.8858,131.70272,131.70272,50,29.92804,51.77468,98.51315,46.301181,144.81433,276.51705,1729.9313,16519.627,0.9141188,1.0391188,0.9141188,0.94910467,395.86136,1,1,8,5000,14704.764,27679.556,15834.428,5000,5000,2239.4957,5000,2239.4957,1491.7944,0,1491.7944,5.2771159
71.3,1511.1964,1511.1964,1498.4157,-1643.36,131.69762,131.69762,50,29.926622,51.770998,98.601601,46.342753,144.94435,276.64197,1729.8902,16519.235,0.9140695,1.0390695,0.9140695,0.94997937,395.86209,1,1,8,5000,14704.416,27678.9,15834.454,5000,5000,2242.5748,5000,2242.5748,1492.6524,0,1492.6524,5.76322
71.4,1512.2922,1512.2922,1499.7362,-1644.8083,131.69251,131.69251,50,29.925201,51.767313,98.688497,46.383593,145.07209,276.7646,1729.8491,16518.842,0.91402015,1.0390201,0.91402015,0.95083915,395.86287,1,1,8,5000,14704.067,27678.243,15834.484,5000,5000,2245.6565,5000,2245.6565,1493.5182,0,1493.5182,6.2180195
71.5,1513.3762,1513.3762,1501.0342,-1646.2319,131.68741,131.68741,50,29.92378,51.763625,98.773911,46.423738,145.19765,276.88506,1729.808,16518.45,0.91397076,1.0389708,0.91397076,0.95168472,395.86371,1,1,8,5000,14703.718,27677.586,15834.515,5000,5000,2248.7407,5000,2248.7407,1494.3915,0,1494.3915,6.6426902
71.6,1514.4493,1514.4493,1502.3108,-1647.632,131.68229,131.68229,50,29.922358,51.759935,98.857918,46.463221,145.32114,277.00343,1729.7669,16518.057,0.91392134,1.0389213,0.91392134,0.95251677,395.8646,1,1,8,5000,14703.368,27676.928,15834.549,5000,5000,2251.8274,5000,2251.8274,1495.2725,0,1495.2725,7.0383711
71.7,1515.5121,1515.5121,1503.5671,-1649.0098,131.67718,131.67718,50,29.920934,51.756241,98.940585,46.502075,145.44266,277.11984,1729.7257,16517.664,0.91387187,1.0388719,0.91387187,0.95333598,395.86554,1,1,8,5000,14703.018,27676.27,15834.584,5000,5000,2254.9165,5000,2254.9165,1496.1609,0,1496.1609,7.4061657
71.8,1516.5654,1516.5654,1504.804,-1650.3664,131.67206,131.67206,50,29.91951,51.752545,99.021981,46.540331,145.56231,277.23437,1729.6845,16517.27,0.91382237,1.0388224,0.91382237,0.954143,395.86652,1,1,8,5000,14702.668,27675.611,15834.621,5000,5000,2258.0079,5000,2258.0079,1497.0569,0,1497.0569,7.7471425
71.9,1517.6097,1517.6097,1506.0227,-1651.7029,131.66693,131.66693,50,29.918084,51.748846,99.102171,46.578021,145.68019,277.34712,1729.6432,16516.876,0.91377283,1.0387728,0.91377283,0.95493846,395.86753,1,1,8,5000,14702.318,27674.952,15834.661,5000,5000,2261.1018,5000,2261.1018,1497.9603,0,1497.9603,8.0623363
72,1518.6458,1518.6458,1507.2239,-1653.0203,131.6618,131.6618,50,29.916658,51.745145,99.181218,46.615173,145.79639,277.45819,1729.602,16516.482,0.91372326,1.0387233,0.91372326,0.95572295,395.86859,1,1,8,5000,14701.968,27674.292,15834.701,5000,5000,2264.1979,5000,2264.1979,1498.8712,0,1498.8712,8.3527485
72.1,1519.6742,1519.6742,1508.4087,-1654.3197,131.65667,131.65667,50,29.91523,51.741441,99.259183,46.651816,145.911,277.56767,1729.5607,16516.088,0.91367365,1.0386736,0.91367365,0.95649707,395.86968,1,1,8,5000,14701.617,27673.632,15834.744,5000,5000,2267.2963,5000,2267.2963,1499.7894,0,1499.7894,8.6193485
72.2,1520.6956,1520.6956,1509.578,-1655.6021,131.65153,131.65153,50,29.913801,51.737734,99.336124,46.687978,146.0241,277.67564,1729.5193,16515.693,0.913624,1.038624,0.913624,0.95726138,395.8708,1,1,8,5000,14701.266,27672.971,15834.787,5000,5000,2270.3969,5000,2270.3969,1500.7149,0,1500.7149,8.8630741
72.3,1521.7105,1521.7105,1510.7325,-1656.8683,131.6464,131.6464,50,29.912371,51.734024,99.412099,46.723686,146.13579,277.78218,1729.478,16515.298,0.91357432,1.0385743,0.91357432,0.95801643,395.87194,1,1,8,5000,14700.914,27672.309,15834.832,5000,5000,2273.4998,5000,2273.4998,1501.6477,0,1501.6477,9.0848328
72.4,1522.7194,1522.7194,1511.8732,-1658.1194,131.64125,131.64125,50,29.91094,51.730313,99.487161,46.758966,146.24613,277.88738,1729.4366,16514.903,0.91352461,1.0385246,0.91352461,0.95876274,395.87312,1,1,8,5000,14700.563,27671.648,15834.878,5000,5000,2276.6049,5000,2276.6049,1502.5877,0,1502.5877,9.2855023
72.5,1523.7229,1523.7229,1513.0009,-1659.3561,131.63611,131.63611,50,29.909509,51.726598,99.561365,46.793841,146.35521,277.99131,1729.3952,16514.507,0.91347486,1.0384749,0.91347486,0.95950083,395.87431,1,1,8,5000,14700.211,27670.985,15834.925,5000,5000,2279.7121,5000,2279.7121,1503.5349,0,1503.5349,9.4659314
72.6,1524.7215,1524.7215,1514.1162,-1660.5793,131.63096,131.63096,50,29.908076,51.722881,99.63476,46.828337,146.4631,278.09405,1729.3537,16514.111,0.91342507,1.0384251,0.91342507,0.96023117,395.87553,1,1,8,5000,14699.859,27670.322,15834.973,5000,5000,2282.8215,5000,2282.8215,1504.4893,0,1504.4893,9.626941
72.7,1525.7156,1525.7156,1515.2201,-1661.7899,131.6258,131.6258,50,29.906642,51.719162,99.707396,46.862476,146.56987,278.19568,1729.3122,16513.715,0.91337526,1.0383753,0.91337526,0.96095426,395.87676,1,1,8,5000,14699.506,27669.659,15835.021,5000,5000,2285.9329,5000,2285.9329,1505.4507,0,1505.4507,9.7693245
72.8,1526.7058,1526.7058,1516.3131,-1662.9887,131.62065,131.62065,50,29.905207,51.71544,99.779321,46.896281,146.6756,278.29625,1729.2707,16513.319,0.91332541,1.0383254,0.91332541,0.96167053,395.87801,1,1,8,5000,14699.154,27668.995,15835.071,5000,5000,2289.0465,5000,2289.0465,1506.4192,0,1506.4192,9.8938491
72.9,1527.6925,1527.6925,1517.396,-1664.1763,131.61549,131.61549,50,29.903772,51.711716,99.85058,46.929772,146.78035,278.39584,1729.2292,16512.922,0.91327552,1.0382755,0.91327552,0.96238044,395.87928,1,1,8,5000,14698.801,27668.331,15835.121,5000,5000,2292.1621,5000,2292.1621,1507.3947,0,1507.3947,10.001256
73,1528.6761,1528.6761,1518.4694,-1665.3536,131.61032,131.61032,50,29.902335,51.70799,99.921217,46.962972,146.88419,278.49451,1729.1876,16512.525,0.91322561,1.0382256,0.91322561,0.96308441,395.88055,1,1,8,5000,14698.448,27667.667,15835.171,5000,5000,2295.2798,5000,2295.2798,1508.3772,0,1508.3772,10.092262
73.1,1529.657,1529.657,1519.5341,-1666.5212,131.60516,131.60516,50,29.900897,51.704261,99.991274,46.995899,146.98717,278.59233,1729.146,16512.128,0.91317566,1.0381757,0.91317566,0.96378283,395.88183,1,1,8,5000,14698.095,27667.002,15835.222,5000,5000,2298.3996,5000,2298.3996,1509.3665,0,1509.3665,10.167558
73.2,1530.6356,1530.6356,1520.5905,-1667.6799,131.59999,131.59999,50,29.899459,51.70053,100.06079,47.028573,147.08937,278.68935,1729.1044,16511.731,0.91312568,1.0381257,0.91312568,0.96447612,395.88313,1,1,8,5000,14697.741,27666.336,15835.273,5000,5000,2301.5213,5000,2301.5213,1510.3627,0,1510.3627,10.227814
73.3,1531.6123,1531.6123,1521.6394,-1668.8302,131.59482,131.59482,50,29.89802,51.696797,100.12981,47.061012,147.19082,278.78564,1729.0627,16511.333,0.91307567,1.0380757,0.91307567,0.96516464,395.88442,1,1,0,5000,14697.387,27665.67,15835.325,5000,5000,2304.6451,5000,2304.6451,1511.3657,0,1511.3657,10.273676
73.4,1532.5875,1532.5875,1522.6812,-1669.9728,131.58964,131.58964,50,29.896579,51.693061,100.19837,47.093234,147.2916,278.88124,1729.0211,16510.935,0.91302562,1.0380256,0.91302562,0.96584875,395.88573,1,1,0,5000,14697.033,27665.004,15835.377,5000,5000,2307.7708,5000,2307.7708,1512.3755,0,1512.3755,10.305767
73.5,1533.5614,1533.5614,1523.7166,-1671.1084,131.58446,131.58446,50,29.895138,51.689323,100.2665,47.125256,147.39176,278.97622,1728.9793,16510.537,0.91297555,1.0379755,0.91297555,0.96652882,395.88703,1,1,0,5000,14696.679,27664.337,15835.429,5000,5000,2310.8985,5000,2310.8985,1513.3919,0,1513.3919,10.32469
73.6,1534.5345,1534.5345,1524.7461,-1672.2374,131.57928,131.57928,50,29.893696,51.685583,100.33424,47.157095,147.49134,279.07062,1728.9376,16510.138,0.91292544,1.0379254,0.91292544,0.96720518,395.88833,1,1,0,5000,14696.324,27663.67,15835.481,5000,5000,2314.0282,5000,2314.0282,1514.415,0,1514.415,10.331026
73.7,1535.5071,1535.5071,1525.7701,-1673.3605,131.57409,131.57409,50,29.892253,51.68184,100.40163,47.188767,147.5904,279.16449,1728.8959,16509.739,0.91287531,1.0378753,0.91287531,0.96787815,395.88964,1,1,0,5000,14695.97,27663.002,15835.533,5000,5000,2317.1598,5000,2317.1598,1515.4448,0,1515.4448,10.325338
73.8,1536.4794,1536.4794,1526.7892,-1674.4782,131.5689,131.5689,50,29.890809,51.678095,100.46869,47.220286,147.68898,279.25788,1728.8541,16509.34,0.91282514,1.0378251,0.91282514,0.96854804,395.89094,1,1,0,5000,14695.615,27662.334,15835.586,5000,5000,2320.2934,5000,2320.2934,1516.4811,0,1516.4811,10.308167
73.9,1537.4517,1537.4517,1527.8039,-1675.591,131.56371,131.56371,50,29.889364,51.674349,100.53546,47.251667,147.78713,279.35084,1728.8123,16508.941,0.91277494,1.0377749,0.91277494,0.96921515,395.89224,1,1,0,5000,14695.26,27661.665,15835.638,5000,5000,2323.4289,5000,2323.4289,1517.5239,0,1517.5239,10.280036
74,1538.4244,1538.4244,1528.8146,-1676.6995,131.55852,131.55852,50,29.887918,51.670599,100.60197,47.282925,147.88489,279.44341,1728.7704,16508.541,0.91272471,1.0377247,0.91272471,0.96987978,395.89353,1,1,0,5000,14694.904,27660.996,15835.69,5000,5000,2326.5663,5000,2326.5663,1518.5731,0,1518.5731,10.241452
74.1,1539.3976,1539.3976,1529.8217,-1677.804,131.55332,131.55332,50,29.886472,51.666848,100.66824,47.314073,147.98231,279.53563,1728.7286,16508.142,0.91267445,1.0376744,0.91267445,0.97054219,395.89482,1,1,0,5000,14694.549,27660.327,15835.741,5000,5000,2329.7056,5000,2329.7056,1519.6288,0,1519.6288,10.1929
74.2,1540.3717,1540.3717,1530.8257,-1678.9051,131.54812,131.54812,50,29.885024,51.663095,100.7343,47.345123,148.07943,279.62755,1728.6867,16507.742,0.91262416,1.0376242,0.91262416,0.97120266,395.8961,1,1,0,5000,14694.193,27659.657,15835.793,5000,5000,2332.8469,5000,2332.8469,1520.6908,0,1520.6908,10.134852
74.3,1541.3469,1541.3469,1531.8269,-1680.0032,131.54291,131.54291,50,29.883576,51.659339,100.80019,47.376089,148.17628,279.71919,1728.6447,16507.341,0.91257384,1.0375738,0.91257384,0.97186143,395.89737,1,1,0,5000,14693.837,27658.987,15835.844,5000,5000,2335.99,5000,2335.99,1521.7591,0,1521.7591,10.067762
74.4,1542.3234,1542.3234,1532.8258,-1681.0987,131.53771,131.53771,50,29.882127,51.655581,100.86592,47.406982,148.2729,279.81061,1728.6028,16506.941,0.91252349,1.0375235,0.91252349,0.97251876,395.89863,1,1,0,5000,14693.48,27658.316,15835.895,5000,5000,2339.1351,5000,2339.1351,1522.8337,0,1522.8337,9.9920669
74.5,1543.3014,1543.3014,1533.8226,-1682.192,131.5325,131.5325,50,29.880676,51.651821,100.93152,47.437814,148.36933,279.90183,1728.5608,16506.54,0.91247311,1.0374731,0.91247311,0.97317488,395.89988,1,1,0,5000,14693.124,27657.645,15835.945,5000,5000,2342.282,5000,2342.282,1523.9145,0,1523.9145,9.9081897
74.6,1544.2811,1544.2811,1534.8179,-1683.2835,131.52728,131.52728,50,29.879225,51.648059,100.99701,47.468595,148.4656,279.99289,1728.5188,16506.139,0.9124227,1.0374227,0.9124227,0.97383,395.90112,1,1,0,5000,14692.767,27656.973,15835.995,5000,5000,2345.4308,5000,2345.4308,1525.0014,0,1525.0014,9.8165377
74.7,1545.2629,1545.2629,1535.8119,-1684.3736,131.52207,131.52207,50,29.877774,51.644294,101.06242,47.499336,148.56175,280.08382,1728.4768,16505.738,0.91237225,1.0373723,0.91237225,0.97448436,395.90235,1,1,0,5000,14692.41,27656.301,15836.045,5000,5000,2348.5816,5000,2348.5816,1526.0944,0,1526.0944,9.7175039
74.8,1546.2467,1546.2467,1536.8049,-1685.4627,131.51685,131.51685,50,29.876321,51.640528,101.12776,47.530048,148.65781,280.17466,1728.4348,16505.336,0.91232178,1.0373218,0.91232178,0.97513815,395.90357,1,1,0,5000,14692.053,27655.629,15836.094,5000,5000,2351.7342,5000,2351.7342,1527.1934,0,1527.1934,9.6114675
74.9,1547.2329,1547.2329,1537.7972,-1686.551,131.51163,131.51163,50,29.874867,51.636759,101.19306,47.560739,148.7538,280.26543,1728.3927,16504.934,0.91227128,1.0372713,0.91227128,0.97579158,395.90476,1,1,0,5000,14691.695,27654.956,15836.143,5000,5000,2354.8886,5000,2354.8886,1528.2984,0,1528.2984,9.498794
75,1548.2215,1548.2215,1538.7892,-1687.639,131.5064,131.5064,50,29.873413,51.632988,101.25834,47.591419,148.84976,280.35616,1728.3506,16504.532,0.91222075,1.0372207,0.91222075,0.97644482,395.90595,1,1,0,5000,14691.338,27654.283,15836.191,5000,5000,2358.045,5000,2358.045,1529.4094,0,1529.4094,9.3798359
75.1,1549.2128,1549.2128,1539.7812,-1688.7269,131.50117,131.50117,50,29.871958,51.629215,101.32361,47.622098,148.94571,280.44688,1728.3085,16504.13,0.91217019,1.0371702,0.91217019,0.97709807,395.90712,1,1,0,5000,14690.98,27653.609,15836.238,5000,5000,2361.2032,5000,2361.2032,1530.5262,0,1530.5262,9.2549331
75.2,1550.2069,1550.2069,1540.7733,-1689.815,131.49594,131.49594,50,29.870501,51.62544,101.3889,47.652782,149.04168,280.53762,1728.2663,16503.728,0.91211959,1.0371196,0.91211959,0.9777515,395.90827,1,1,0,5000,14690.622,27652.935,15836.285,5000,5000,2364.3633,5000,2364.3633,1531.6489,0,1531.6489,9.1244135
75.3,1551.2039,1551.2039,1541.7659,-1690.9036,131.49071,131.49071,50,29.869044,51.621663,101.45422,47.683482,149.1377,280.62841,1728.2241,16503.325,0.91206897,1.037069,0.91206897,0.97840527,395.90941,1,1,0,5000,14690.264,27652.261,15836.331,5000,5000,2367.5253,5000,2367.5253,1532.7773,0,1532.7773,8.988593
75.4,1552.2041,1552.2041,1542.7592,-1691.993,131.48547,131.48547,50,29.867586,51.617884,101.51958,47.714203,149.23378,280.71925,1728.1819,16502.922,0.91201832,1.0370183,0.91201832,0.97905955,395.91052,1,1,0,5000,14689.905,27651.586,15836.376,5000,5000,2370.6892,5000,2370.6892,1533.9115,0,1533.9115,8.8477762
75.5,1553.2074,1553.2074,1543.7535,-1693.0835,131.48023,131.48023,50,29.866128,51.614102,101.58501,47.744954,149.32996,280.81019,1728.1397,16502.518,0.91196764,1.0369676,0.91196764,0.97971447,395.91162,1,1,0,5000,14689.546,27650.911,15836.421,5000,5000,2373.855,5000,2373.855,1535.0513,0,1535.0513,8.7022568
75.6,1554.2142,1554.2142,1544.749,-1694.1752,131.47499,131.47499,50,29.864668,51.610318,101.65051,47.775741,149.42625,280.90124,1728.0974,16502.115,0.91191693,1.0369169,0.91191693,0.9803702,395.9127,1,1,0,5000,14689.187,27650.235,15836.465,5000,5000,2377.0226,5000,2377.0226,1536.1967,0,1536.1967,8.552318
75.7,1555.2243,1555.2243,1545.7458,-1695.2685,131.46974,131.46974,50,29.863207,51.606532,101.71611,47.806572,149.52268,280.99242,1728.0552,16501.711,0.91186618,1.0368662,0.91186618,0.98102686,395.91376,1,1,0,5000,14688.828,27649.559,15836.508,5000,5000,2380.1922,5000,2380.1922,1537.3476,0,1537.3476,8.3982325
75.8,1556.2381,1556.2381,1546.7443,-1696.3636,131.46449,131.46449,50,29.861746,51.602744,101.78181,47.837453,149.61927,281.08376,1728.0128,16501.307,0.91181541,1.0368154,0.91181541,0.98168458,395.9148,1,1,0,5000,14688.469,27648.882,15836.551,5000,5000,2383.3636,5000,2383.3636,1538.504,0,1538.504,8.2402635
75.9,1557.2555,1557.2555,1547.7446,-1697.4606,131.45924,131.45924,50,29.860284,51.598954,101.84764,47.868389,149.71602,281.17526,1727.9705,16500.903,0.91176461,1.0367646,0.91176461,0.9823435,395.91582,1,1,0,5000,14688.109,27648.205,15836.592,5000,5000,2386.5369,5000,2386.5369,1539.6659,0,1539.6659,8.0786643
76,1558.2767,1558.2767,1548.7468,-1698.5598,131.45398,131.45398,50,29.858821,51.595161,101.91359,47.899387,149.81298,281.26696,1727.9281,16500.498,0.91171377,1.0367138,0.91171377,0.98300373,395.91682,1,1,0,5000,14687.749,27647.528,15836.633,5000,5000,2389.7121,5000,2389.7121,1540.8332,0,1540.8332,7.9136793
76.1,1559.3018,1559.3018,1549.7513,-1699.6614,131.44872,131.44872,50,29.857357,51.591367,101.97968,47.930452,149.91014,281.35886,1727.8858,16500.094,0.91166291,1.0366629,0.91166291,0.98366539,395.9178,1,1,0,5000,14687.389,27646.85,15836.673,5000,5000,2392.8892,5000,2392.8892,1542.0057,0,1542.0057,7.7455439
76.2,1560.3308,1560.3308,1550.758,-1700.7656,131.44346,131.44346,50,29.855892,51.58757,102.04593,47.961589,150.00752,281.45099,1727.8433,16499.688,0.91161201,1.036612,0.91161201,0.98432858,395.91876,1,1,0,5000,14687.029,27646.172,15836.712,5000,5000,2396.0682,5000,2396.0682,1543.1836,0,1543.1836,7.574485
76.3,1561.3639,1561.3639,1551.7673,-1701.8725,131.4382,131.4382,50,29.854426,51.583771,102.11235,47.992804,150.10515,281.54335,1727.8009,16499.283,0.91156109,1.0365611,0.91156109,0.9849934,395.91969,1,1,0,5000,14686.668,27645.493,15836.75,5000,5000,2399.2491,5000,2399.2491,1544.3666,0,1544.3666,7.4007211
76.4,1562.401,1562.401,1552.7793,-1702.9823,131.43293,131.43293,50,29.852959,51.57997,102.17894,48.024101,150.20304,281.63597,1727.7584,16498.878,0.91151013,1.0365101,0.91151013,0.98565996,395.9206,1,1,0,5000,14686.308,27644.814,15836.788,5000,5000,2402.432,5000,2402.432,1545.5548,0,1545.5548,7.2244631
76.5,1563.4424,1563.4424,1553.794,-1704.0952,131.42766,131.42766,50,29.851492,51.576167,102.24571,48.055484,150.30119,281.72885,1727.7159,16498.472,0.91145915,1.0364591,0.91145915,0.98632834,395.92149,1,1,0,5000,14685.947,27644.135,15836.824,5000,5000,2405.6167,5000,2405.6167,1546.7481,0,1546.7481,7.0459138
76.6,1564.488,1564.488,1554.8117,-1705.2113,131.42238,131.42238,50,29.850023,51.572361,102.31268,48.086958,150.39964,281.82202,1727.6734,16498.066,0.91140813,1.0364081,0.91140813,0.98699863,395.92236,1,1,0,5000,14685.585,27643.455,15836.86,5000,5000,2408.8034,5000,2408.8034,1547.9464,0,1547.9464,6.8652688
76.7,1565.5379,1565.5379,1555.8324,-1706.3308,131.41711,131.41711,50,29.848554,51.568553,102.37985,48.118527,150.49837,281.91548,1727.6309,16497.659,0.91135708,1.0363571,0.91135708,0.98767092,395.92321,1,1,0,5000,14685.224,27642.775,15836.894,5000,5000,2411.992,5000,2411.992,1549.1497,0,1549.1497,6.6827165
76.8,1566.5921,1566.5921,1556.8563,-1707.4537,131.41183,131.41183,50,29.847084,51.564743,102.44722,48.150195,150.59742,282.00925,1727.5883,16497.253,0.911306,1.036306,0.911306,0.98834528,395.92403,1,1,0,5000,14684.862,27642.094,15836.928,5000,5000,2415.1825,5000,2415.1825,1550.3579,0,1550.3579,6.4984385
76.9,1567.6508,1567.6508,1557.8835,-1708.5803,131.40654,131.40654,50,29.845613,51.560931,102.51482,48.181965,150.69678,282.10333,1727.5457,16496.846,0.91125489,1.0362549,0.91125489,0.98902179,395.92482,1,1,0,5000,14684.5,27641.413,15836.961,5000,5000,2418.375,5000,2418.375,1551.5709,0,1551.5709,6.3126096
77,1568.7139,1568.7139,1558.9142,-1709.7107,131.40126,131.40126,50,29.844141,51.557117,102.58264,48.213841,150.79648,282.19774,1727.5031,16496.439,0.91120375,1.0362037,0.91120375,0.98970051,395.9256,1,1,0,5000,14684.138,27640.731,15836.993,5000,5000,2421.5694,5000,2421.5694,1552.7888,0,1552.7888,6.1253983
77.1,1569.7815,1569.7815,1559.9483,-1710.8449,131.39597,131.39597,50,29.842668,51.5533,102.65069,48.245825,150.89652,282.29248,1727.4604,16496.032,0.91115257,1.0361526,0.91115257,0.99038152,395.92635,1,1,0,5000,14683.776,27640.049,15837.024,5000,5000,2424.7658,5000,2424.7658,1554.0114,0,1554.0114,5.936967
77.2,1570.8536,1570.8536,1560.9861,-1711.983,131.39068,131.39068,50,29.841194,51.549481,102.71898,48.277921,150.9969,282.38758,1727.4177,16495.624,0.91110137,1.0361014,0.91110137,0.99106488,395.92707,1,1,0,5000,14683.413,27639.366,15837.054,5000,5000,2427.9641,5000,2427.9641,1555.2386,0,1555.2386,5.747472
77.3,1571.9303,1571.9303,1562.0276,-1713.1252,131.38538,131.38538,50,29.839719,51.54566,102.78751,48.310132,151.09765,282.48303,1727.375,16495.216,0.91105013,1.0360501,0.91105013,0.99175063,395.92777,1,1,0,5000,14683.051,27638.683,15837.083,5000,5000,2431.1644,5000,2431.1644,1556.4705,0,1556.4705,5.5570638
77.4,1573.0117,1573.0117,1563.0729,-1714.2716,131.38008,131.38008,50,29.838244,51.541836,102.8563,48.34246,151.19876,282.57884,1727.3323,16494.808,0.91099886,1.0359989,0.91099886,0.99243884,395.92845,1,1,0,5000,14682.687,27638,15837.111,5000,5000,2434.3667,5000,2434.3667,1557.707,0,1557.707,5.3658875
77.5,1574.0976,1574.0976,1564.122,-1715.4223,131.37478,131.37478,50,29.836767,51.538011,102.92534,48.374907,151.30024,282.67502,1727.2895,16494.4,0.91094756,1.0359476,0.91094756,0.99312956,395.92911,1,1,0,5000,14682.324,27637.316,15837.138,5000,5000,2437.571,5000,2437.571,1558.9479,0,1558.9479,5.174083
77.6,1575.1882,1575.1882,1565.1751,-1716.5772,131.36947,131.36947,50,29.83529,51.534183,102.99463,48.407477,151.40211,282.77158,1727.2467,16493.991,0.91089623,1.0358962,0.91089623,0.99382283,395.92973,1,1,8,5000,14681.961,27636.632,15837.164,5000,5000,2440.7772,5000,2440.7772,1560.1933,0,1560.1933,4.9817847
77.7,1576.2834,1576.2834,1566.2322,-1717.7366,131.36416,131.36416,50,29.833812,51.530352,103.06419,48.440171,151.50436,282.86853,1727.2039,16493.582,0.91084487,1.0358449,0.91084487,0.9945187,395.93034,1,1,8,5000,14681.597,27635.947,15837.189,5000,5000,2443.9854,5000,2443.9854,1561.4431,0,1561.4431,4.7891223
77.8,1577.3834,1577.3834,1567.2934,-1718.9004,131.35885,131.35885,50,29.832332,51.52652,103.13402,48.472991,151.60701,282.96587,1727.161,16493.173,0.91079347,1.0357935,0.91079347,0.99521721,395.93092,1,1,8,5000,14681.233,27635.262,15837.214,5000,5000,2447.1957,5000,2447.1957,1562.6971,0,1562.6971,4.5962206
